Cancer_Cells,Regulatory_T_Cells,Effector_T_Cells,Macrophages,Endothelial_Cells,Fibroblast
25.92,7.33,31.84,6.75,3.69,24.44
27.0643637418089,6.08796660279226,27.8694008244806,5.69055209698857,3.11638999036134,21.6656544744631
28.093059634658,5.15572573721931,24.6184332152155,4.76709046297408,2.66277857411802,19.1707691155929
28.9642001136411,4.43679812850933,21.9043138243888,3.97113879145198,2.29729900934309,16.9398100928903
29.6593356997222,3.86967372619795,19.6099964251584,3.29255472278832,1.99832428256465,14.9587648079457
30.1766417662841,3.41346648401251,17.6551376796619,2.71980532121075,1.75063269118166,13.2118603625677
30.5253653004073,3.04011657836498,15.981064658914,2.24059979271375,1.5431993533659,11.6809445807095
30.7213784259142,2.72990476473879,14.5427499147599,1.84257814022123,1.367862450694,10.346092610138
30.7836419603411,2.4685781127239,13.3041142171008,1.51391904971076,1.21843190595632,9.18664968801065
30.7318340791422,2.24571232379053,12.2356770149718,1.24375049374948,1.09015493441739,8.18224882205257
30.5848006827753,2.05353376681282,11.3129001350358,1.02237602962862,0.979323469257561,7.31354867602899
30.3596006620325,1.88612315534698,10.5151356630187,0.841373205016086,0.909197926067821,6.562803761158
30.0756108983048,1.73928033514944,9.82493530010829,0.693636174636725,0.903222573710744,5.9146324596197
29.7453994049503,1.60942142681811,9.22738895565898,0.573059129954618,0.925188671328695,5.35450929963992
29.3828524617195,1.49390826254855,8.70994922439137,0.519032033758435,0.909772116816494,4.86984553425705
29.0236841375815,1.39115331776475,8.25932442172509,0.506596486739473,0.905930561886376,4.44819972679626
28.6411649040616,1.29715508735156,7.86728251886286,0.501252186433406,0.901116892132933,4.08083994861039
28.2552362504391,1.21175868807032,7.52615033332696,0.520949730079258,0.918526195559633,3.75983569868008
27.8670055137695,1.13382404993011,7.22958075997899,0.503773321897347,0.903320838452876,3.4785773561263
27.4772270073789,1.06240978419142,6.97233120540151,0.522925027397637,0.920083747945708,3.23156642947628
27.0863726651902,0.996728346910202,6.75004101248032,0.506152762608282,0.905377307531222,3.01419395340744
26.6946822451655,0.936116567170965,6.5590829464513,0.524708117128584,0.921556601061332,2.82258921505571
26.3022058719433,0.880012110550749,6.39644186279663,0.525637028433563,0.922358944872895,2.65349359603519
25.9124617338023,0.854191252802725,6.25926387885088,0.506593422870363,0.90588283567083,2.50410828657203
25.5179333565141,0.850530207065102,6.14574000940018,0.500848538129489,0.900744266051229,2.37211991567954
25.1220164923577,0.852462402500317,6.05400190561518,0.503914704284876,0.903436457361906,2.2555899751871
24.7244473282999,0.868476973493731,5.98270616409683,0.528946764532087,0.925536895518533,2.15285350078765
24.3246854632147,0.850384655758642,5.93079417441705,0.50059413062806,0.900527005367073,2.06249581784687
23.9222175684139,0.864618245362766,5.89743754991524,0.522197327334934,0.919795794948636,1.98330823996404
23.5164796503777,0.878824333302421,5.88202936323335,0.542813606922552,0.938480018847768,1.91427030616259
23.1068616985649,0.860859795808184,5.88418247061422,0.515848002890869,0.914334064078288,1.85453724819643
22.6927205908331,0.875134403631324,5.90369295562365,0.53569514853068,0.932603154520436,1.80340032257196
22.2733836691744,0.85714238280725,5.94054647141417,0.509928390767782,0.909139598139073,1.76028258423472
21.848156409186,0.871535493452596,5.99490123527876,0.528972232369641,0.926993731490284,1.72471785226402
21.4163266512033,0.853409093220671,6.06709287621454,0.504471160214689,0.9042057024113,1.69634607891516
20.9771703842891,0.887781850910296,6.15763435417835,0.547333736865447,0.945301379797941,1.67490514425071
20.5327274636232,0.888801789356798,6.26694730360384,0.545834465278825,0.945219255443079,1.66022175041738
20.0801305661992,0.854735306117226,6.39585848999308,0.505153347762204,0.905380501652046,1.65214251617635
19.6146832787967,0.850043781517952,6.54601778578717,0.500049711013992,0.900049373071031,1.6507304513083
19.1389187264838,0.852815949446123,6.71841224841193,0.503027615804285,0.903078239629661,1.65609346204533
18.6522728375241,0.851433953473633,6.91449432817951,0.501465503158683,0.901521551242731,1.66842498947476
18.1540911551347,0.852612016183553,7.13597914752909,0.502525607125807,0.902684507299281,1.68801691315624
17.6437737727895,0.869102650833621,7.38480645098314,0.517237394134975,0.918881693369811,1.71526635026
17.120788147741,0.857052511146924,7.66316204021162,0.50600445565464,0.906751184007364,1.75068711140855
