Cancer_Cells,Regulatory_T_Cells,Effector_T_Cells,Macrophages,Endothelial_Cells,Fibroblast
49.79,3.01,8.92,3.14,6.11,29.03
52.2106518277374,2.6717761010371,7.1244324783292,2.54843650759728,5.57313629062158,18.2072874816085
51.2416251787571,2.39279758264259,5.69881631881826,2.03444182558337,5.19601012664718,11.6475071203348
48.4687368285917,2.15818436557769,4.64496898799839,1.62276640753228,4.93750327382854,7.6963272597959
44.9313766190067,1.95717217990064,3.88827115740058,1.30403180075345,4.7693625810785,5.27901789462278
41.203231751589,1.7822629117296,3.3506989782458,1.05968620303922,4.67180758433452,3.76048918898836
37.5704298835107,1.62820852129775,2.97123021791595,0.871972175617748,4.63086009567059,2.77710490469855
34.1618129671721,1.49124729323216,2.70657737678111,0.726613626051566,4.63653634533858,2.12047487034762
31.0249649468709,1.36859816732662,2.5272027204786,0.612863735145323,4.68160253038482,1.66913065557354
28.1670975966719,1.25813898549196,2.41326942902127,0.522827699082354,4.76072090943674,1.35055867958407
25.5763449491465,1.15820169789342,2.35160637642652,0.51324805992549,4.86968616624441,1.12027735784989
23.2379669503026,1.0673698824081,2.33346226695721,0.502718580732396,5.00476750915334,1.0062577628314
21.1496646933327,0.984412450329479,2.35287415325515,0.500526106389544,5.16243024521285,1.0011248768048
19.2786931959906,0.908553472111516,2.40667773272414,0.513946880868207,5.34021339349967,1.02781917206657
17.595572215838,0.852595564651734,2.49331241794897,0.502144464768516,5.53615333884145,1.00399901479538
16.0716767544076,0.859111648477109,2.61262998878522,0.507049599057696,5.74835006826833,1.01205733179259
14.6856237082717,0.850958557170405,2.76572462134348,0.500697180177088,5.97493545733629,1.00109367915274
13.4187011391189,0.873569474425198,2.95480363118267,0.51573564160005,6.21449777292615,1.02161861181299
12.2553371253412,0.867830914427895,3.18306243620022,0.511004878997111,6.46561099961905,1.01316460070697
11.1826479724324,0.862304781965607,3.45465391050996,0.506957923415517,6.72680644114741,1.00692413529356
10.1900353180726,0.85697356265225,3.77472845859864,0.50357935587842,6.99655803696699,1.00274044492368
9.26882643159384,0.851775864457229,4.14944471536674,0.50082057068712,7.27327857152777,1.00041452341332
8.436240589532,0.852357168835903,4.58501546551224,0.501151418455889,7.55302343838135,1.0006685853674
7.66176259496004,0.869340142961184,5.08985058932996,0.508605122577447,7.83654431631034,1.00318746666526
