Cancer_Cells_Mean,Regulatory_T_Cells_Mean,Effector_T_Cells_Mean,Macrophages_Mean,Endothelial_Cells_Mean,Fibroblast_Mean
9.69436995383301,2.32662879572937,10.0303832848824,1.69514866714012,1.59348130468726,8.3333682389035
9.44553898555092,2.28340669647814,10.4907595855751,1.67156507126629,1.61397926223349,8.69432214551806
9.23322970827507,2.24561119918169,10.9841162205724,1.66026111085673,1.64831442475995,9.09739868186822
9.020056746314,2.20206363350779,11.4657822775245,1.65534692093283,1.67090959024902,9.50016576377201
8.82854632333793,2.16760141883443,11.9479203563777,1.66470208756647,1.70410676518257,9.91917404461164
8.66123352458821,2.13997531167788,12.4321799070083,1.69207550336511,1.74574518020814,10.3583790132468
8.49041025497455,2.09749606330515,12.8855608226238,1.72366652354813,1.76479302789456,10.7984879869941
8.35760119889901,2.06116800812173,13.3182310775686,1.77647646721627,1.77693752323228,11.2499490260059
8.21610180865868,2.01321013070927,13.7058888930806,1.84123298784656,1.77869454996229,11.6860671195475
8.10205045088993,1.98041031241477,14.0638617049794,1.94620888041358,1.79846423764273,12.1330023101296
7.98407138245339,1.95209927795703,14.3737227786526,2.06770730809906,1.80629749805815,12.5668740705988
7.90291480443284,1.9211602728944,14.6188450870823,2.21052489137189,1.82399820586306,12.9763568571108
7.82571605444855,1.90550688111765,14.8108527165175,2.36432851094221,1.83739649811106,13.3501992254978
7.76346857825334,1.88582325684894,14.9924425409155,2.52278091785235,1.85211567011963,13.7289009900313
7.74727020346288,1.86831847602613,15.1349873289278,2.65697434420094,1.86131300168446,14.0612049739157
7.76055839437398,1.83434748942981,15.2791048074877,2.77916814768783,1.87871998428579,14.383266042863
7.93231888132561,1.8252416294522,15.3909642629076,2.86757709670081,1.88461962625794,14.6436152440912
8.01000646926939,1.81209661374285,15.5059425119572,2.91901297002792,1.88968390903093,14.8807061379111
8.09107392977055,1.78728671143612,15.6393142353199,2.94042567422263,1.89198045619869,15.1038080910617
8.17921557427116,1.76374422739355,15.7710291916382,2.92917196880556,1.90332377588449,15.3024291359583
8.27877680197308,1.75604506986449,15.9170449071505,2.89907991905344,1.91242053982919,15.5021442685812
8.31451209203891,1.73547040321432,16.1003443801293,2.85286692035264,1.92570297853828,15.7339687580696
8.35510999136205,1.7330969857765,16.2868222758808,2.79682618021021,1.95808017807044,15.9730002291477
8.3499967844131,1.7174982457516,16.5001195011184,2.74343765842182,1.99975975057227,16.2380300948577
8.36249867130265,1.72522452681446,16.7009346631735,2.68383920753353,2.03685525426961,16.4854295204193
8.38384417207931,1.72234457966719,16.9079264428441,2.62034533476183,2.08496890193976,16.725612623532
8.42990756389133,1.7330044648744,17.1281773508869,2.56663104165513,2.11167470597354,16.9640139999833
8.48008417987754,1.71552746177993,17.3693880025913,2.53557722674922,2.08346182356861,17.2017834872743
8.55476484387661,1.69506863573288,17.6026521270477,2.49152786438986,2.06543912467685,17.4190020819468
8.65154212963494,1.6810810436174,17.7876118646538,2.43897199035922,2.04286146487016,17.5661422321253
8.73426113146601,1.6665042919886,17.9978769573009,2.40736270891415,2.03384158109402,17.7286957571494
8.79178662964086,1.63708328027402,18.1792017756379,2.36370662714797,2.00609332302714,17.8592617466982
8.87452366247974,1.63235705069028,18.4066528194687,2.34006447917731,2.0286944758163,18.0327039748312
8.91644714760205,1.61715206106731,18.6028172447746,2.32487854954724,2.01531282547249,18.15854745836
8.95906910666768,1.58898910206211,18.7600463855618,2.30533356239067,2.01629345321921,18.2291161833683
9.0196500783243,1.58323358609481,18.9523363076068,2.30648184790007,2.02135187755982,18.3166558172804
9.04163621730561,1.57881643545198,19.1025039097586,2.32018834772965,2.03019875075041,18.3529794693238
9.0330900455773,1.56134751440456,19.211749754228,2.32264945524045,2.01896327749137,18.3670536218999
8.94962462082654,1.54592009830449,19.3115608998185,2.33586535496001,2.01155432254584,18.4078466176492
8.83747558271537,1.53318407990889,19.4837833638285,2.38327297598614,2.03449801804947,18.5613164832109
8.70665347737331,1.52220057552112,19.5752332901432,2.4074516635993,2.01475744308843,18.6692605913316
8.52690291927294,1.50613913580256,19.6890143825922,2.45446487521122,2.02069727093494,18.8221443042747
8.37286308914235,1.49913392926481,19.8587460240315,2.51201766392709,2.03330258931419,19.0500488250302
8.22263482318661,1.49625774850942,19.9311293563546,2.55657076681913,2.03805230283597,19.1892369821317
8.05474614830482,1.4759068941398,20.02579420558,2.61579421712821,2.02654213277069,19.3568372334581
7.90259745984712,1.47219227727391,20.0908625910782,2.66358347470386,2.01962966461849,19.5109015548988
7.74960230719531,1.46100078322139,20.1577260383952,2.71380251412393,2.01290222188864,19.6908138055729
7.55888244640372,1.44313396093912,20.2621838836773,2.78151444598168,2.00605657919607,19.9340505065063
7.37230306012789,1.42457349914192,20.4428204214456,2.85641265050593,2.01717061017451,20.290650885075
7.18738199792561,1.41944669384504,20.5535606698091,2.91494285859663,2.01635251408392,20.6068080626939
6.97634679151495,1.4013735020297,20.7114523329152,2.98814654287959,2.01444077933761,20.9950297344006
6.79752237627264,1.37954392773735,20.8629504212095,3.05040633771237,1.99857507687114,21.4009047214493
6.63171119163764,1.37382517173178,21.0340650455582,3.11610696168628,2.00693471153817,21.8442058764757
6.45482857142928,1.35749225333975,21.2504756890481,3.19834451641176,1.997349787719,22.3444548729743
6.31867618249528,1.34790063972807,21.5457467094342,3.29137598989509,2.01862171004593,22.9384219019595
6.19093202883304,1.34838486111211,21.7932545703979,3.38272082224221,2.03962601553072,23.4908520435282
6.06183696156464,1.33075968150375,22.0249194588131,3.46548011585135,2.04467344268231,24.0391121733168
5.97179178930197,1.32089959511785,22.263035734862,3.55263534391078,2.05928740100573,24.6053436889616
5.90438534320117,1.30188849095397,22.5283697380817,3.64907725061284,2.09523538931514,25.211587100665
5.82597377799935,1.25917576826888,22.7666949255436,3.72994767255643,2.12274382828683,25.8049968085125
5.77810105605716,1.36494597675137,23.172536488773,3.8581444023547,2.53430084602594,26.5844230355254
5.74444165783476,1.37586058918421,23.4216876672755,3.96427553113134,2.61128847028965,27.2562731759065
5.69593080442527,1.36974343735174,23.6228508956101,4.05312898249602,2.60516805217523,27.9049240123101
5.68376840658823,1.31200498366526,23.8041160278747,4.15812668058879,2.6220470046043,28.5536595075048
5.67211294430365,1.27557474271677,23.9876014577553,4.28714415474543,2.67336455649385,29.2278188159932
5.64035766685126,1.22591122142381,24.1136169236733,4.4166120627772,2.74300961483989,29.8795420054214
5.70558234886211,1.18570096719531,24.201786761485,4.56848971983191,2.72141794312158,30.5266254555247
5.79218075707448,1.16583922565785,24.2701823880526,4.75610887968374,2.66991059595662,31.1730698824635
5.88430666344732,1.1222024081558,24.258418415982,4.95054623203771,2.62351824815289,31.758431786763
6.02563644678425,1.10986836005304,24.2131159618745,5.18424755150765,2.59724012275817,32.322314247383
6.23758412372471,1.09821751256372,24.0763363114838,5.44086508054507,2.47019460431101,32.7949472506143
6.42880876812314,1.58824599153182,23.902700344018,5.75750869285704,3.07277239715233,33.2028513666059
6.78204541648594,1.45675744447807,23.8023137544394,6.11247258785326,2.63130179291917,33.7528742334146
7.22191384447335,1.34186149876996,23.4307853179879,6.42525358747838,2.36949601898602,33.8996318033922
7.73844878626724,1.24258896787585,22.9838723175025,6.73494451914608,2.18397727233346,33.8090460915679
8.38334315661997,1.19147898697542,22.4923797375857,7.03860038036167,2.05197237168415,33.4798980464785
