Cancer_Cells,Regulatory_T_Cells,Effector_T_Cells,Macrophages,Endothelial_Cells,Fibroblast,Survival
19.48843974,7.580095846,1.000921693,0.500151922,0.50029804,1.001086554,PCR
18.79997579,7.6108703,1.019051788,0.503317584,0.506612095,1.022791762,PCR
18.14511443,7.637612348,1.075324827,0.515193971,0.529376904,1.090499629,PCR
17.51511476,7.663008477,1.004335189,0.500839977,0.501728383,1.005357736,PCR
16.90933383,7.687006804,1.030684496,0.506362339,0.513329709,1.038760817,PCR
16.3302937,7.708450829,1.001407013,0.500309575,0.500658086,1.001813206,PCR
15.77275709,7.728679072,1.039432749,0.509452013,0.520488075,1.052384484,PCR
15.23756053,7.747215815,1.015575792,0.50401282,0.508828252,1.021255531,PCR
14.72359874,7.764193508,1.056221337,0.516193671,0.536367951,1.080173242,PCR
14.22981829,7.77973844,1.026418413,0.508285903,0.518871586,1.039039925,PCR
13.75523822,7.79396682,1.002154541,0.500742259,0.501714311,1.00331823,PCR
13.29893949,7.806985997,1.057986916,0.524407094,0.557813453,1.098258583,PCR
12.86005889,7.818895151,1.003259012,0.501482752,0.503541863,1.005747021,PCR
12.43778403,7.82978599,1.015904116,0.508928538,0.521746205,1.031466549,PCR
12.03135328,7.83974273,1.021588745,0.515914552,0.539522677,1.050385171,PCR
11.640046,7.848843307,1.020767768,0.522470279,0.556898741,1.062948103,PCR
11.2631821,7.857159559,1.001378831,0.501879145,0.504798707,1.004962486,PCR
10.90011986,7.864757576,1.002504139,0.508563132,0.522294192,1.01942724,PCR
10.55021695,7.871692131,0.998886282,0.514851347,0.539420754,1.028044678,PCR
10.21477643,7.87807545,1.002678636,0.520587618,0.554861726,1.030995641,PCR
9.892363525,7.883746969,1.013558267,0.501983587,0.50541091,1.00266943,PCR
9.574080509,7.888223209,1.031748341,0.500720354,0.502027582,1.000732577,PCR
9.262656821,7.89150024,1.057346429,0.500036092,0.500119232,1.000023446,PCR
8.956742683,7.893406463,1.090688633,0.500386811,0.501124677,1.000117575,PCR
8.612699196,7.888267753,1.135541587,0.501348515,0.547609112,1.000754938,PCR
8.277233346,7.883134598,1.191163486,0.500913898,0.569318573,1.007995988,PCR
7.984524802,7.880850456,1.254115095,0.501938201,0.517370621,1.020834327,PCR
7.693437091,7.875781077,1.328273297,0.500401014,0.50139536,1.039983092,PCR
7.404318739,7.868156099,1.415086027,0.500038252,0.500149512,1.065951209,PCR
7.116846369,7.857772151,1.516260029,0.500305468,0.501199162,1.099200487,PCR
6.830498575,7.844318897,1.633849893,0.500554818,0.502354765,1.140308452,PCR
6.544680672,7.827433841,1.770296714,0.501721843,0.508124195,1.190031795,PCR
6.258754452,7.806696984,1.928535706,0.502145863,0.511562678,1.249326294,PCR
5.972040873,7.781618911,2.112058953,0.502960945,0.519250483,1.319377084,PCR
5.683833568,7.751628544,2.32501467,0.500162592,0.501267577,1.40163923,PCR
5.393420108,7.716058499,2.572333154,0.500762932,0.508885868,1.497894415,PCR
5.100109719,7.674126983,2.859881987,0.500598616,0.516233767,1.610326284,PCR
4.803274027,7.624923736,3.194594692,0.500004637,0.52327601,1.74159571,PCR
4.502408567,7.567385153,3.584612998,0.501414184,0.506330915,1.89494484,PCR
4.197216083,7.500265906,4.039392822,0.505456801,0.513255272,2.074320475,PCR
3.88768696,7.422140476,4.569825852,0.512570429,0.51978743,2.284528175,PCR
3.574202165,7.331406029,5.188289157,0.523328884,0.503938353,2.531412991,PCR
3.257659563,7.226286665,5.908552448,0.538486174,0.510314327,2.822065797,PCR
2.939608208,7.104857497,6.745477156,0.559040321,0.516165304,3.165057897,PCR
2.62236791,6.965098283,7.714395044,0.586323288,0.501787531,3.570688857,PCR
2.309104627,6.804984593,8.830052613,0.62212741,0.507429386,4.051226729,PCR
2.119447738,6.622660858,10.10094023,0.668848286,0.512162396,4.619349554,PCR
2.037994815,6.417138052,11.50208509,0.729385877,0.503271243,5.276447714,PCR
2.072055261,6.18900118,12.99226977,0.807469029,0.505263893,6.020117462,PCR
2.088824611,5.940330561,14.54130628,0.908159849,0.505526302,6.8558392,PCR
2.106378955,5.67404897,16.11827058,1.038240785,0.505626174,7.791172605,PCR
2.123914806,5.393833324,17.6872636,1.206785186,0.505544761,8.833124403,PCR
2.157756288,5.103921584,19.20902755,1.425914139,0.505897548,9.987713009,PCR
2.18940923,4.808875296,20.64251831,1.711777894,0.505808814,11.25943015,PCR
2.215888167,4.513314835,21.94623206,2.085772947,0.505244855,12.65059507,PCR
2.233707775,4.221658029,23.07900104,2.576003463,0.504184324,14.16057499,PCR
2.026300172,3.937917354,24.00003611,3.218759717,0.500338044,15.78494515,PCR
2.046118626,3.665553833,24.66849602,4.05977001,0.500230116,17.51456616,PCR
2.055610794,3.407400824,25.04298925,5.154553276,0.500269057,19.33466059,PCR
