Row,mu\_cc,mu\_treg,mu\_teff,mu\_m,mu\_ec,mu\_f
Cancer\_Cells,-7.44484378245183,0.0281394698902992,0.294190257652475,-0.141561983661852,-0.0902778244499327,-0.621853577560135
Regulatory\_T\_Cells,-0.0303986805674821,-0.800331022361897,0.11418808178346,0.0451416154788043,-0.0327321514979878,-0.0319498694871496
Effector\_T\_Cells,0.263172702642957,-0.0856661694007697,-1.23974278094544,0.143099338508964,0.0181601473296314,0.111048455212351
Macrophages,0.258290247784897,0.0436712101241574,-0.207162366449316,-0.639252285204714,-0.0108158510367343,0.129401417856603
Endothelial\_Cells,0.0321659845497178,0.0337191448608779,0.00262932765424012,0.026357992613358,-0.380014330075483,0.0360078261719876
Fibroblast,0.610662653413755,-0.0130973309292744,-0.100927695890161,0.16713101813131,-0.00766471463076184,-0.365461049730931
