Row,Gr\_cc,Gr\_treg,Gr\_teff,Gr\_m,Gr\_ec,Gr\_f
Cancer\_Cells,3.065736878,0.006892436,0.451020048,0.134339655,0.161655146,0.172943162
Regulatory\_T\_Cells,0.000794187,0.320454062,0.00807141,-0.005076804,0.005450744,-0.001248861
Effector\_T\_Cells,0.083895409,-0.020433881,-0.14804346,0.052045317,0.066777001,-0.038457448
Macrophages,-0.077702091,-0.005640031,-0.110440685,0.051494292,-0.009077953,-0.003625065
Endothelial\_Cells,-0.063379285,-0.00320672,0.001864913,-0.005249666,0.077788653,-0.005840267
Fibroblast,0.267885716,-0.038741907,-0.274572517,0.07089513,0.089139558,0.722973806
