Row,mu\_cc,mu\_treg,mu\_teff,mu\_m,mu\_ec,mu\_f
Cancer\_Cells,-1.24282282015231,0.00302452702887087,0.0839256286870462,-0.215235880315104,-0.0195209755923551,-0.505914711703042
Regulatory\_T\_Cells,-0.0160240094862345,-0.306667349891981,0.00674252694559862,0.0259269932558008,-0.00109805323191877,-0.00666955340863154
Effector\_T\_Cells,0.261282248570693,-0.00254589945378495,-1.15270794968215,0.254584256459616,0.0132637015213558,0.301807286174491
Macrophages,0.233508553584927,0.0423292248978339,-0.305788656867125,-1.42264059834266,-0.0658564792287158,0.241548869213016
Endothelial\_Cells,0.00409970333465644,0.00129479115757873,0.00309072403217502,0.0544807985449446,-0.0794788487739675,-0.00823198112335977
Fibroblast,0.146153776609671,-0.00388286722269016,-0.12775235595206,0.261743727615063,0.00608816700264282,-0.455849253079812
