Row,mu\_cc,mu\_treg,mu\_teff,mu\_m,mu\_ec,mu\_f
Cancer\_Cells,1.54712945822899,-0.208125079930366,-0.252379053968407,0.0558887545713356,0.501324167496694,0.665627155223171
Regulatory\_T\_Cells,-0.02656685190181,0.646262491288423,-0.00670827244630102,-0.033351363344048,0.376095755972558,-0.0484324924935487
Effector\_T\_Cells,-0.167799956506871,0.0310019940263631,0.256594438255926,-0.0168240938140631,-0.0304963108800719,-0.157056857069709
Macrophages,-0.0019950774705004,-0.0241607523544209,-0.0637797339763373,0.183549633863519,0.0103122536291463,-0.061368028535099
Endothelial\_Cells,-0.0870903231777312,-0.289715259116993,-0.00160555466728074,-0.00441616911773147,0.727206088043228,-0.11200054969527
Fibroblast,-0.516252782028918,0.0221051121268286,0.047605411122015,-0.056489663857036,-0.0066571507465719,0.0412963178756326
