Row,mu\_cc,mu\_treg,mu\_teff,mu\_m,mu\_ec,mu\_f
Cancer\_Cells,-2.99420740251528,0.0175319304768123,-0.0392774178811517,-0.140213770932046,-0.0627677643735478,-0.442482739194488
Regulatory\_T\_Cells,-0.0223044478883707,-0.589691525532418,0.0275501841255292,0.0231992929999193,-0.0319653578363525,-0.0215344364514173
Effector\_T\_Cells,0.223249863961658,-0.033127974726943,-0.506087137898242,0.0533700075016168,0.0070862020929156,0.0621717134402021
Macrophages,0.224755054339358,0.0237927615494191,-0.0357475407107847,-0.351080436204375,-0.0138205663967874,0.0700110842465125
Endothelial\_Cells,0.0999512886732971,0.0327033487616978,0.0147806842106284,0.0340357565076283,-0.422524066108028,0.00385786599259979
Fibroblast,0.366978483571581,-0.0041980913093001,0.0767098834662237,0.0687724373610054,0.0260044475083755,-0.270083160034934
