Row,Gr\_cc,Gr\_treg,Gr\_teff,Gr\_m,Gr\_ec,Gr\_f
Cancer\_Cells,0.273725999,7.597851432,-9.967224783,-7.412152719,0.721810399,31.22600925
Regulatory\_T\_Cells,0.066893849,0.970838196,-0.02101372,-0.01737507,0.027050378,0.002614531
Effector\_T\_Cells,1.01426491,-2.854917531,3.712029896,2.937983974,-0.233450129,-11.64742494
Macrophages,-0.336684432,-0.464288338,0.862047919,0.637275203,-0.082511469,-2.237054926
Endothelial\_Cells,-0.011826827,-0.044100742,0.04084595,0.02376147,0.043803115,-0.115544334
Fibroblast,1.688326494,-5.306104616,6.651732136,5.378403681,-0.41566743,21.24199457
