Row,mu\_cc,mu\_treg,mu\_teff,mu\_m,mu\_ec,mu\_f
Cancer\_Cells,-7.17914419344424,0.0183368156023585,0.546375918059983,-0.0935330108642266,-0.0913519589686285,-0.405057884184207
Regulatory\_T\_Cells,0.0223201481912145,-0.601716750787405,0.0173631464136984,0.023310247439643,-0.0384231382276132,0.00227163582801562
Effector\_T\_Cells,0.841465529506158,-0.0205095137544607,-1.53101038497484,0.165873337897014,0.0606286251405981,0.209227884416536
Macrophages,0.237481590649014,0.0293733493532665,-0.208294084898887,-0.544457829643583,-0.0245677418076978,0.0154695444031849
Endothelial\_Cells,0.135126942521744,0.0359761066820997,0.00349954555727744,0.021520346251109,-0.462232261794028,0.0702736083247091
Fibroblast,0.85561565032016,0.000553152671778158,-0.208715153278207,0.114680959735595,-0.0849212973918889,-0.526926499105973
