Row,mu\_cc,mu\_treg,mu\_teff,mu\_m,mu\_ec,mu\_f
Cancer\_Cells,-1.55344187500381,0.0579879920712464,0.238421886973172,-0.0155136909803011,-0.0622431257302505,-0.276526931037833
Regulatory\_T\_Cells,0.0247579038079358,-1.08713869175983,0.0434725020247237,0.0514943508536881,-0.0514906143805445,0.0462894809132765
Effector\_T\_Cells,0.394271418499701,-0.0428472706501844,-1.52562766350513,0.168558529739204,0.0267457363943299,0.345900808267557
Macrophages,0.0668539252892362,0.0505232314908402,-0.236973942640068,-0.594536571008569,-0.00405853012730557,0.0716274131406167
Endothelial\_Cells,-0.01659718608948,0.0375968199241898,0.000871782837495194,0.00419381652158271,-0.165547030950356,0.00773205081936552
Fibroblast,0.425749301328836,-0.0194304153621276,-0.26465896472372,0.15055634674288,-0.0235770693712559,-0.504156913335365
