Row,mu\_cc,mu\_treg,mu\_teff,mu\_m,mu\_f
Cancer\_Cells,-5.08245879867283,0.0117425491659097,0.135793523645464,-0.162273814517176,-0.492142149558091
Regulatory\_T\_Cells,-0.0709578433731033,-0.621256660294642,0.107428774336133,0.00364391385485273,-0.00982621023085465
Effector\_T\_Cells,0.187691964027718,0.0684637633287163,-0.387846238906352,0.116045460572704,0.0565868290407322
Macrophages,0.241284002053208,0.0447797622738879,-0.0727325076747558,-0.524374313074129,0.0370320266930475
Endothelial\_Cells,0.0731090388689501,0.0237233851989255,-0.00333093673355957,0.0200517752453432,0.0491972717250265
Fibroblast,0.457614098896313,0.00600213599483341,-0.061672820648627,0.091295014885023,-0.290332691546248
