Row,Gr\_cc,Gr\_treg,Gr\_teff,Gr\_m,Gr\_ec,Gr\_f
Cancer\_Cells,1.78589441555835,-0.103404709679627,-0.124068258917293,0.915167444177699,0.528209910620288,0.145106524510299
Regulatory\_T\_Cells,0.116198708798019,0.636806344091293,-0.123303953821058,-0.0559618527085363,0.103558869544374,0.00823294095637537
Effector\_T\_Cells,-0.0624872512153287,-0.0406077995356041,0.171546503056669,-0.131636859602037,-0.0331599350243797,-0.00407816837232437
Macrophages,-0.965112298794378,-0.120737241639736,0.165615072199828,0.933854769765521,-0.13914282400198,-0.106565117531028
Endothelial\_Cells,-0.147043036693588,-0.0567593296328784,0.0146133081260749,-0.196835320687882,0.732447436198754,-0.0467787118259408
Fibroblast,-0.108551901565995,0.0053586369373544,0.00937488528817333,-0.0814182959281822,-0.0121717699985107,0.0423442996955085
