Row,mu\_cc,mu\_treg,mu\_teff,mu\_m,mu\_f
Cancer\_Cells,-9.13738661194793,-0.0798808700914325,0.27332917455091,-0.27703517718053,-0.423875821713402
Regulatory\_T\_Cells,-0.470610792522261,-2.29079444972332,0.371010400174828,-0.00849477184721011,-0.0406917487478749
Effector\_T\_Cells,1.77567951264193,0.299327383255275,-2.82398684121107,0.720500855978994,0.388980974292802
Macrophages,0.921350085570085,0.063340531685049,-0.799171819903636,-1.40453202032913,0.134482181727049
Endothelial\_Cells,0.0785561333658647,0.0250510553189262,0.00141695590040506,0.0172424301824962,0.0338676364586659
Fibroblast,0.833841980132721,0.0368515865427753,-0.262389545097819,0.299814960251443,-0.445024647417651
