Row,mu\_cc,mu\_treg,mu\_teff,mu\_m,mu\_f
Cancer\_Cells,-2.50230005903959,0.0291156673360647,0.237705177170827,-0.202279121529132,-0.984469489554385
Regulatory\_T\_Cells,-0.0273560685838116,-0.67895071006009,0.125087322251552,-0.0205735691029421,-0.0321114164061339
Effector\_T\_Cells,0.322235550115523,-0.00565720047727121,-0.69680041546077,0.430725003789484,0.174806442224575
Macrophages,0.145974033849677,0.0455233510644711,-0.37280716763782,-0.509132385897493,0.147180227472119
Endothelial\_Cells,0.0593326339018674,0.0280448527033765,0.00293019305868348,0.0199857604383564,0.0524424491116481
Fibroblast,0.6968673693999,-0.0143599191871955,-0.100867860587894,0.227061150281867,-0.756915610398524
