Row,Gr\_cc,Gr\_treg,Gr\_teff,Gr\_m,Gr\_ec,Gr\_f
Cancer\_Cells,1.04758083182397,0.00965393310040881,-0.179387004930456,0.152821232719312,0.241481992164178,0.578219404294487
Regulatory\_T\_Cells,0.0862097589195121,0.435328671633484,-0.210360321572873,0.0135805147529259,0.0641770571049829,0.0398063490029143
Effector\_T\_Cells,-0.147657251995874,-0.0825845370990963,0.496999937135529,-0.203342525181416,-0.0593524253449623,-0.114523330590307
Macrophages,-0.246456184425725,-0.0659196779763271,0.168468944917139,0.591660222314663,-0.0169798615107894,-0.118453522877943
Endothelial\_Cells,0.00396552347877053,-0.025999519260907,0.00179058484298504,-0.0247150258763099,0.425808041564091,-0.0666106594008155
Fibroblast,-0.547091870038711,-0.0140782341774676,0.121824581286651,-0.144635233235251,-0.0184797564476992,0.138638704460775
