Row,mu\_cc,mu\_treg,mu\_teff,mu\_m,mu\_f
Cancer\_Cells,-5.20014466203835,0.00599061088868264,0.816409936822388,-0.292079071044521,-0.839841487360882
Regulatory\_T\_Cells,-0.103199411066684,-0.893381941249555,0.229826739049592,0.0282513164413672,-0.0734190481751706
Effector\_T\_Cells,0.687459668296436,0.0281652830415599,-2.49215006727734,0.536231341220155,0.479435711113318
Macrophages,0.456003840480532,0.0576731400066118,-0.624893522955205,-1.15532170845437,0.159132022546141
Endothelial\_Cells,0.0469728183755645,0.0143358898889507,-0.00618713659939114,0.0165686937482417,0.0255891336431726
Fibroblast,0.732694539399563,-0.0046054539305583,-0.350640392514982,0.311657282178025,-0.747750727099943
