Row,mu\_cc,mu\_treg,mu\_teff,mu\_m,mu\_f
Cancer\_Cells,-4.91361313475757,-0.0266178017461281,0.173429868251431,-0.126001756844862,-0.37852587374881
Regulatory\_T\_Cells,-0.103466355878518,-0.618095703223965,0.156519791421285,-0.00185495246897158,-0.0155047998931942
Effector\_T\_Cells,0.342270994936041,0.122972804315829,-0.672205749694659,0.203661979328111,0.075390369419146
Macrophages,0.242481121925462,0.0650110662827279,-0.126487067800179,-0.741323413552375,0.0288292835101924
Endothelial\_Cells,0.0389930942417649,0.00859215660081141,-0.00184288349209147,0.00877563726099815,0.0140801381588068
Fibroblast,0.47743322096497,0.00981849409893573,-0.069153306655143,0.0914031490793711,-0.298581390723753
