Row,Gr_cc,Gr_treg,Gr_teff,Gr_m,Gr_ec,Gr_f
Cancer_Cells,0.976017944288644,-0.150613303408536,-0.017329582229759,1.53748252611093,0.101181141761406,0.109330189041333
Regulatory_T_Cells,0.0732762826814602,0.547487607155428,-0.0174950566582146,-0.0826056393703636,0.0192707475202498,0.0101362101196336
Effector_T_Cells,0.017573605885637,0.00805457199638322,0.0499316460354627,-0.0895508172897665,-0.000771270894029903,0.00385757895008764
Macrophages,-1.07361558386544,-0.106420866520779,0.0945286675793421,1.14482261088624,-0.0244323789526728,-0.122410898639297
Endothelial_Cells,-0.00489045914591231,-0.00869521729245698,0.000818829167102748,-0.0552915890278792,0.17304175954092,0.000283366005191694
Fibroblast,-0.0738232506750243,0.00829434844669295,0.0167610813430179,-0.100010526199093,-0.000501392100389188,0.112318686703153
