Row,Gr_cc,Gr_treg,Gr_teff,Gr_m,Gr_ec,Gr_f
Cancer_Cells,1.4967884043802,-0.110393182302569,-0.199822201141525,0.155263748394457,0.794881524104715,0.470263305179581
Regulatory_T_Cells,0.119734280269659,1.77195632548135,-0.309058942575792,-0.0123558710917103,0.370280398621402,0.0332674893462938
Effector_T_Cells,-0.236301352686297,-0.203071389445702,0.630225832331443,-0.0758584277295673,-0.184743337465323,-0.177415451141996
Macrophages,-0.314631189817812,-0.0566821072814673,0.176719792716717,0.553206590705269,-0.0928851651757478,-0.154171779883731
Endothelial_Cells,-0.120136199273922,-0.246651711358321,-0.000755605581784607,-0.077592756789841,1.02112544145377,-0.108363825390425
Fibroblast,-0.40777926718264,-0.0338351168219437,0.185761300000519,-0.128943474694297,-0.115404704730686,0.0187336490149467
