Cancer_Cells_Patient_Mean,Regulatory_T_Cells_Patient_Mean,Effector_T_Cells_Patient_Mean,Macrophages_Patient_Mean,Endothelial_Cells_Patient_Mean,Fibroblast_Patient_Mean
10.9939868784731,3.92635088125654,12.046709494015,2.25859427809313,1.33050449680685,5.60834697349477
10.7798766119847,3.88288662257475,12.5180292840439,2.27475057245852,1.35669233781533,5.82714143138999
10.5966988092924,3.83967997743908,13.0108248764878,2.28824806913317,1.38109259261034,6.04896404249171
10.4440287277594,3.80046982590862,13.5220755586811,2.30384078132423,1.4028168205532,6.27784761391638
10.343269249993,3.76249475584164,14.0440108361985,2.3253946753991,1.42487527467087,6.51426801121595
10.2357217826367,3.72587441451289,14.5892046552603,2.35640592623911,1.45162616404837,6.79018880943767
10.1184071172868,3.69041001446502,15.1366152923912,2.39283900108366,1.47127832809314,7.06679366034195
10.0396692345996,3.65508432217236,15.6754682862137,2.43648124033963,1.48525283200445,7.3504830694378
9.94821485343889,3.62049940498835,16.2201268997277,2.48793231554834,1.50569260624898,7.66855334523551
9.85653656298549,3.58716910808327,16.749247082661,2.55419899845453,1.52311474197574,8.01465078413722
9.77612554596978,3.55453108789995,17.2748001439865,2.63370115301518,1.54067538132325,8.4144167808812
9.71778377391871,3.52525556026363,17.778336226339,2.72787640764849,1.5605287181432,8.85248211314085
9.64835185031255,3.49375481360518,18.2380906678694,2.82344437369075,1.57113821833047,9.29570478144735
9.58964351399987,3.46309214414899,18.6671307977145,2.92274099131389,1.58084617548008,9.77071034775589
9.56968667394129,3.4342398647037,19.0838979221283,3.0317428689979,1.59390402004165,10.3022479182675
9.51305941343881,3.40616788287938,19.4761100395906,3.13818643215076,1.60641965697386,10.883281276764
9.46631695957094,3.37800243003047,19.8121616587306,3.22634832543687,1.60903616199443,11.4599527180029
9.45175665403125,3.35000324916548,20.1268645207439,3.30372537010038,1.61740847807973,12.0592353111968
9.41681935543933,3.32470674320119,20.4454588971108,3.35957791644714,1.62358817645532,12.7370265695831
9.4348925529605,3.30110549869236,20.7169044727389,3.3848689862102,1.62819299084087,13.4226468856756
9.45589274099026,3.27800540823059,21.0096927290658,3.37664148985827,1.64869627905823,14.1877326155204
9.49236405988642,3.25275152485752,21.2144812297151,3.3285926309247,1.6424765465349,14.8773335754942
9.52754647211883,3.22747430546189,21.4075219716695,3.25081761812129,1.636899793457,15.6154938361515
9.5669332109746,3.2050592577767,21.5928421385429,3.1524519703333,1.63109109268224,16.3782339432583
9.61429299205174,3.18580488073865,21.8030402032516,3.0435218521044,1.62481508486166,17.1815702292688
9.66743046627004,3.16458174098041,21.9719096717712,2.9372898301316,1.62640017572486,17.9571936203563
9.6929977086616,3.14339477439527,22.0983518296474,2.83433368541053,1.62248740325849,18.678505907583
9.72189635879675,3.11437571046364,22.1999627423652,2.74986641088754,1.61076729235229,19.3210054642099
9.74783305430284,3.09326291715798,22.3668655401368,2.70478596097358,1.61221562047029,20.0045778983688
9.83963224549968,3.06681342002868,22.4204963841457,2.67805843062909,1.6067414787585,20.4753527738995
9.96530807386952,3.04043088810865,22.4354964631866,2.68034119771417,1.60081334025375,20.7984948068201
10.1377453318237,3.01404179821238,22.420036490327,2.70964140761456,1.58735773245383,20.9465793270792
10.3526440878264,2.98885473190769,22.4044750532586,2.77077577316638,1.58291300636952,20.997243022594
10.6180535772704,2.96235773873314,22.2833920135547,2.84785580159797,1.57970971626795,20.8035833950252
10.8743754987853,2.92963608964697,22.1321936736191,2.93748927533333,1.5666498065997,20.443510289674
11.1515954704312,2.90198087452817,21.9268375409171,3.03396586371532,1.56337587077095,19.9415883630976
11.4207141086839,2.87495014042834,21.7069232065217,3.12483499064403,1.55621839031119,19.3328907565659
11.646913516438,2.84926607595496,21.5170071985034,3.20779938789541,1.55436730427741,18.6731424588801
11.8429575700417,2.82043240613332,21.2146848773925,3.2607509559896,1.54605329053053,17.8588625647604
11.9505608695995,2.79293334140511,20.9735729281417,3.29735270172062,1.54114611900317,17.0897066642704
11.9613784189968,2.76394713217383,20.7866782973063,3.3193587431042,1.53961782261337,16.3847382123581
11.8649465541644,2.74221064517215,20.7186928333496,3.32483293989088,1.53486988944332,15.8290217430631
11.6953292760985,2.71977415425285,20.6434930053977,3.31396210656687,1.53130410214524,15.307519136299
11.4108526494538,2.69373724551829,20.6578385684862,3.29783209438186,1.52789709999958,14.9224766610176
11.0913679966343,2.67476453458982,20.7460698152258,3.2741432671097,1.51878250930161,14.6361912884354
10.6892492881818,2.64881387849805,20.9309530184354,3.2565770446292,1.51238140773333,14.4986829764138
10.3174398139575,2.63320462963816,21.1726479608533,3.23537197031879,1.50414417224099,14.4560956872975
9.899779426964,2.6121710153167,21.5023784022037,3.21758322733151,1.4903897363909,14.5339260752305
9.51258280306706,2.60331079990793,21.989246486288,3.21858919905215,1.49097997356991,14.820975554935
9.12249954952622,2.58027942319461,22.3962252489374,3.20653364235784,1.48134201367207,15.041936974006
8.76683024215261,2.56720781661355,22.8905390300593,3.20418008237341,1.46238158115776,15.3711034880103
8.42237159982472,2.55066447615267,23.4282514674276,3.20980272764331,1.45222206139647,15.7768881058593
8.12641070537634,2.53678946220294,23.9646193813151,3.21835443948502,1.44110732550323,16.2284653639015
7.83647180098325,2.51754472710127,24.5687029128374,3.2418508042465,1.42288767729005,16.7858372664486
7.60421916326626,2.50661034241655,25.198255945698,3.27696249721882,1.41995363135498,17.4254983305406
7.36711883019644,2.49301347775731,25.8854645842595,3.32339402703365,1.39583749402528,18.1711752983644
7.18726102253787,2.47969970846598,26.533917373952,3.3831477458774,1.3776229698825,18.9433363400833
7.01150360004965,2.46130504094083,27.1668941161804,3.45325975671826,1.36535524297381,19.7404260124842
6.88357001532755,2.44829773245987,27.7948791128515,3.54460278570828,1.35710147943655,20.6297246242281
6.749305621751,2.42661159638516,28.3494347653352,3.64301760500596,1.33534760783538,21.492463343921
6.65873996769594,2.41115863000547,28.926492349365,3.77458122910327,1.34245266041574,22.4834427938764
6.56598676207193,2.38972096678081,29.5527530187419,3.93736484115286,1.35157653000384,23.59611348455
6.50752010974545,2.3658572381066,30.0074020232216,4.11327351834964,1.37444977750036,24.6140762127016
6.45056195508742,2.33342371174764,30.4403351349554,4.32546738894358,1.40896937202737,25.6829697559195
6.42863513487865,2.30074292964563,30.8173291966448,4.56397405827715,1.46346098638791,26.736882339358
6.42140826045175,2.27252752148193,31.1576820159459,4.84872554770633,1.53436731741906,27.8391379194187
6.41256907821685,2.23833683399883,31.4240861793428,5.16977121445919,1.59974586286072,28.8848969423898
6.43997603379479,2.20579952177409,31.6373252980115,5.53472853392878,1.6997493555777,29.9344869175462
6.47499411845106,2.15899628039064,31.8299367127136,5.93110424243657,1.83640364838218,30.9849264554222
6.57066543780483,2.1105954622438,31.9032373885104,6.34043501106374,2.06373842442639,31.949720630612
6.66196209831632,2.02658438833861,31.8943206583847,6.77456270394886,2.35677090724312,32.8512371723195
6.79380832658608,1.89301361280021,31.8176882362658,7.23751521862383,2.75098554130877,33.7357386536628
7.04468111017889,1.79082962708801,31.6178643233507,7.71029364023121,3.03532007237986,34.5741530856472
7.4613092053977,1.79344805924686,31.3310417628863,8.19425196080488,2.81528083427602,35.1490654819241
7.95009237449463,1.78180150008051,30.9287232081885,8.6658336254145,2.60874113178372,35.4104875440923
8.58499733343562,1.77578317931785,30.4770332345402,9.1117757515765,2.32060625121432,35.3299142075116
9.40123133937346,1.78066246920263,29.8193437602255,9.54159226302638,2.09455301953639,34.7461824061499
