UMAP1,UMAP2,CellType,Group
6.37420096039276,10.3189328160545,regulatorytcell,PCR
6.49822150334679,10.4514875185014,regulatorytcell,PCR
6.66357377615527,10.6183847430884,regulatorytcell,PCR
6.83577106805757,10.6494871526074,regulatorytcell,PCR
6.90175226965028,10.9444179281159,regulatorytcell,PCR
7.07169435431215,11.004280037191,regulatorytcell,PCR
7.29292270291023,11.0327545210621,regulatorytcell,PCR
7.32143571506274,11.2108065267941,regulatorytcell,PCR
7.43321463790808,11.398405766242,regulatorytcell,PCR
7.57128168538466,11.5097452296446,regulatorytcell,PCR
7.71095583728079,11.5175667341371,regulatorytcell,PCR
7.76643408287054,11.6894345028346,regulatorytcell,PCR
7.89604613916979,11.8300326657584,regulatorytcell,PCR
8.07213448601526,11.936034905407,regulatorytcell,PCR
8.19405537620197,12.1449263066271,regulatorytcell,PCR
8.39245899937009,12.2761042169565,regulatorytcell,PCR
8.522826895416,12.3611753468052,regulatorytcell,PCR
8.75555686701459,12.5879011492593,regulatorytcell,PCR
8.91036359599108,12.6722120749575,regulatorytcell,PCR
9.14689981087934,12.824005164985,regulatorytcell,PCR
9.31561934456281,12.9326628761602,regulatorytcell,PCR
9.51229420389945,13.1204976713984,regulatorytcell,PCR
9.68614890815448,13.2684684010098,regulatorytcell,PCR
9.79334766818215,13.4788563148809,regulatorytcell,PCR
9.86885120773696,13.6134523874848,regulatorytcell,PCR
10.2179037414393,13.4484356801095,regulatorytcell,PCR
10.3733723320468,13.4807453111844,regulatorytcell,PCR
10.1239250982771,14.0416885471797,regulatorytcell,PCR
10.253768346036,14.0840395994217,regulatorytcell,PCR
10.3333625263634,14.1209094305082,regulatorytcell,PCR
10.4728751983653,14.0689480310362,regulatorytcell,PCR
10.705658064599,13.8979513137128,regulatorytcell,PCR
10.8153748559405,13.9326740521959,regulatorytcell,PCR
11.0393645279363,14.1449036146558,regulatorytcell,PCR
11.323674606223,14.2057782456828,regulatorytcell,PCR
11.7002454930031,14.3398135458255,regulatorytcell,PCR
12.2345923703353,14.4953547728858,regulatorytcell,PCR
12.7677101326855,14.6953379591159,regulatorytcell,PCR
13.2155720391888,14.8372922475049,regulatorytcell,PCR
13.4948988665806,14.9396665862467,regulatorytcell,PCR
13.7457109906032,15.0090522045893,regulatorytcell,PCR
13.9108001840437,15.0341570371962,regulatorytcell,PCR
14.0099661530556,15.223749999088,regulatorytcell,PCR
14.1264678529474,15.4481135438318,regulatorytcell,PCR
14.4425028515651,14.9876105500399,regulatorytcell,PCR
14.425190824738,15.4401344813722,regulatorytcell,PCR
14.6510659562467,14.9777432935715,regulatorytcell,PCR
14.720808775196,15.6122425696347,regulatorytcell,PCR
14.9495514613261,15.048622749018,regulatorytcell,PCR
15.0652649629176,15.6163290737391,regulatorytcell,PCR
15.1777406899951,15.7029660074458,regulatorytcell,PCR
15.3265910953257,15.5979049034194,regulatorytcell,PCR
15.5216710880826,15.1223695819137,regulatorytcell,PCR
15.6611106632366,15.1242285871053,regulatorytcell,PCR
15.7534856478349,15.7630263251972,regulatorytcell,PCR
15.9108500362849,15.6792764530366,regulatorytcell,PCR
16.1194162804579,15.6374704564868,regulatorytcell,PCR
16.2089511184723,15.2765937824038,regulatorytcell,PCR
16.3299087500814,15.1629831373446,regulatorytcell,PCR
16.5247577581579,15.5423870943995,regulatorytcell,PCR
16.6750557115275,15.2343949987142,regulatorytcell,PCR
16.9346432878212,15.2562097451808,regulatorytcell,PCR
17.0937532333479,15.1677873477031,regulatorytcell,PCR
17.3880622080516,15.1802452422061,regulatorytcell,PCR
17.6207083234663,15.1847506723441,regulatorytcell,PCR
17.8873375441737,15.0808750751088,regulatorytcell,PCR
18.1489147610265,14.9923731364846,regulatorytcell,PCR
18.4393457688144,14.9605232730323,regulatorytcell,PCR
18.7166476629581,14.9286832112563,regulatorytcell,PCR
18.901954755642,14.835676980017,regulatorytcell,PCR
